month,paper_count,mention_count,share_pct,rolling_12m_pct,series_key,series_label,series_kind
1992-05-01,91,0,0.0,0.04273504273504273,adjacent_top_150,adjacent 150,journal_cutoff
1992-06-01,79,0,0.0,0.04273504273504273,adjacent_top_150,adjacent 150,journal_cutoff
1992-07-01,59,0,0.0,0.04273504273504273,adjacent_top_150,adjacent 150,journal_cutoff
1992-08-01,51,1,1.9607843137254901,0.20613373554550027,adjacent_top_150,adjacent 150,journal_cutoff
1992-09-01,75,0,0.0,0.20613373554550027,adjacent_top_150,adjacent 150,journal_cutoff
1992-10-01,71,0,0.0,0.20613373554550027,adjacent_top_150,adjacent 150,journal_cutoff
1992-11-01,71,0,0.0,0.20613373554550027,adjacent_top_150,adjacent 150,journal_cutoff
1992-12-01,67,0,0.0,0.20613373554550027,adjacent_top_150,adjacent 150,journal_cutoff
1993-01-01,237,0,0.0,0.16339869281045752,adjacent_top_150,adjacent 150,journal_cutoff
1993-02-01,60,0,0.0,0.16339869281045752,adjacent_top_150,adjacent 150,journal_cutoff
1993-03-01,75,0,0.0,0.16339869281045752,adjacent_top_150,adjacent 150,journal_cutoff
1993-04-01,84,0,0.0,0.16339869281045752,adjacent_top_150,adjacent 150,journal_cutoff
1993-05-01,73,0,0.0,0.16339869281045752,adjacent_top_150,adjacent 150,journal_cutoff
1993-06-01,73,0,0.0,0.16339869281045752,adjacent_top_150,adjacent 150,journal_cutoff
1993-07-01,95,0,0.0,0.16339869281045752,adjacent_top_150,adjacent 150,journal_cutoff
1993-08-01,77,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1993-09-01,96,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
1993-10-01,83,0,0.0,0.0,adjacent_top_150,adjacent 150,journal_cutoff
