month,paper_count,mention_count,share_pct,rolling_12m_pct,series_key,series_label,series_kind
1990-10-01,5,0,0.0,0.0,labour,Labour,field
1990-11-01,3,0,0.0,0.0,labour,Labour,field
1990-12-01,1,0,0.0,0.0,labour,Labour,field
1991-01-01,22,0,0.0,0.0,labour,Labour,field
1991-02-01,10,0,0.0,0.0,labour,Labour,field
1991-03-01,6,0,0.0,0.0,labour,Labour,field
1991-04-01,4,0,0.0,0.0,labour,Labour,field
1991-05-01,5,0,0.0,0.0,labour,Labour,field
1991-06-01,1,0,0.0,0.0,labour,Labour,field
1991-07-01,12,0,0.0,0.0,labour,Labour,field
1991-08-01,10,0,0.0,0.0,labour,Labour,field
1991-09-01,2,0,0.0,0.0,labour,Labour,field
1991-10-01,6,0,0.0,0.0,labour,Labour,field
1991-11-01,5,0,0.0,0.0,labour,Labour,field
1991-12-01,1,0,0.0,0.0,labour,Labour,field
1992-01-01,18,0,0.0,0.0,labour,Labour,field
1992-02-01,6,0,0.0,0.0,labour,Labour,field
1992-03-01,2,0,0.0,0.0,labour,Labour,field
1992-04-01,4,0,0.0,0.0,labour,Labour,field
1992-05-01,6,0,0.0,0.0,labour,Labour,field
1992-06-01,4,0,0.0,0.0,labour,Labour,field
1992-07-01,9,0,0.0,0.0,labour,Labour,field
1992-08-01,4,0,0.0,0.0,labour,Labour,field
