month,paper_count,mention_count,share_pct,rolling_12m_pct
1984-09-01,190,0,0.0,0.08346812658122849
1984-10-01,105,0,0.0,0.08346812658122849
1984-11-01,166,0,0.0,0.08346812658122849
1984-12-01,248,0,0.0,0.08346812658122849
1985-01-01,398,0,0.0,0.0591016548463357
1985-02-01,157,0,0.0,0.0591016548463357
1985-03-01,215,0,0.0,0.0591016548463357
1985-04-01,113,0,0.0,0.0
1985-05-01,180,0,0.0,0.0
1985-06-01,242,0,0.0,0.0
1985-07-01,138,0,0.0,0.0
1985-08-01,212,2,0.9433962264150944,0.07861635220125786
1985-09-01,195,0,0.0,0.07861635220125786
1985-10-01,136,0,0.0,0.07861635220125786
1985-11-01,158,0,0.0,0.07861635220125786
1985-12-01,225,0,0.0,0.07861635220125786
1986-01-01,492,1,0.20325203252032523,0.09555402157795163
1986-02-01,179,0,0.0,0.09555402157795163
1986-03-01,210,1,0.4761904761904762,0.13523656126049133
1986-04-01,145,0,0.0,0.13523656126049133
1986-05-01,169,0,0.0,0.13523656126049133
1986-06-01,244,0,0.0,0.13523656126049133
1986-07-01,155,0,0.0,0.13523656126049133
1986-08-01,193,0,0.0,0.056620209059233456
1986-09-01,192,0,0.0,0.056620209059233456
1986-10-01,151,0,0.0,0.056620209059233456
1986-11-01,194,0,0.0,0.056620209059233456
1986-12-01,251,0,0.0,0.056620209059233456
1987-01-01,441,0,0.0,0.03968253968253969
1987-02-01,235,2,0.851063829787234,0.11060452549814252
1987-03-01,226,0,0.0,0.07092198581560284
1987-04-01,169,1,0.591715976331361,0.12023165050988292
1987-05-01,152,0,0.0,0.12023165050988292
1987-06-01,232,2,0.8620689655172413,0.19207073096965302
1987-07-01,146,0,0.0,0.19207073096965302
1987-08-01,194,0,0.0,0.19207073096965302
1987-09-01,226,0,0.0,0.19207073096965302
1987-10-01,150,0,0.0,0.19207073096965302
1987-11-01,160,0,0.0,0.19207073096965302
1987-12-01,243,1,0.411522633744856,0.22636428378172435
1988-01-01,483,0,0.0,0.22636428378172435
1988-02-01,170,0,0.0,0.15544229796612152
1988-03-01,220,0,0.0,0.15544229796612152
1988-04-01,135,0,0.0,0.10613263327184146
1988-05-01,177,0,0.0,0.10613263327184146
1988-06-01,250,0,0.0,0.03429355281207133
1988-07-01,145,0,0.0,0.03429355281207133
1988-08-01,189,0,0.0,0.03429355281207133
1988-09-01,239,0,0.0,0.03429355281207133
1988-10-01,162,0,0.0,0.03429355281207133
1988-11-01,198,0,0.0,0.03429355281207133
1988-12-01,215,0,0.0,0.0
